customer_age,customer_tenure_months,vehicle_age_years,idv,claim_amount,repair_estimate,police_report_filed,accident_type,damage_type,previous_claims_count,engine_guard_addon,tyre_rim_addon,vehicle_fire,theft,fraud_label
53,39,0,831604,441250,447778,False,Rear-end collision,Engine,2,False,True,False,False,False
36,75,6,725745,427120,433874,False,Rear-end collision,Windshield,3,False,False,False,False,False
21,62,2,674500,523455,532082,True,Side collision,Front bumper,0,False,False,False,False,False
22,21,7,1123972,603827,632049,True,Fire,Engine,6,True,False,True,False,False
55,8,2,994222,328455,344463,True,Theft,Total loss,2,False,False,False,True,False
70,114,5,445441,27789,43598,False,Hit and run,Side panel,6,False,False,False,False,False
51,56,12,1105817,505731,518080,False,Side collision,Rear bumper,2,True,True,False,False,False
64,42,10,1199427,48481,73272,True,Hit and run,Engine,2,False,False,False,False,False
38,79,6,343945,224340,246073,True,Theft,Engine,6,True,True,False,True,False
65,76,3,1115335,801492,820534,True,Hit and run,Front bumper,5,False,False,False,False,False
50,96,6,346996,116570,122421,True,Rollover,Side panel,4,True,False,False,False,False
64,107,3,728758,127128,142268,False,Rollover,Side panel,1,True,True,False,False,False
27,68,7,1172756,423941,433241,True,Rear-end collision,Windshield,0,True,False,False,False,True
66,48,0,923690,495741,514201,False,Hit and run,Rear bumper,4,False,True,False,False,True
41,41,2,347662,271920,293424,True,Rollover,Total loss,1,True,False,False,False,False
24,51,7,896314,305923,324054,True,Rear-end collision,Windshield,6,True,True,False,False,False
50,27,5,833820,465308,489901,True,Theft,Front bumper,6,True,False,False,True,False
54,25,6,1048271,682991,686041,True,Side collision,Rear bumper,3,False,False,False,False,False
42,72,1,807093,147585,159753,True,Rear-end collision,Front bumper,5,True,False,False,False,False
44,56,8,724703,126565,130136,True,Theft,Front bumper,4,True,True,False,True,False
69,109,3,465521,144252,150029,True,Rear-end collision,Front bumper,0,False,True,False,False,False
29,66,2,357301,109777,138054,False,Rollover,Engine,1,False,False,False,False,False
37,9,8,874630,59881,80325,True,Fire,Engine,3,True,True,True,False,False
41,95,10,1191445,76005,91416,True,Hit and run,Rear bumper,0,False,False,False,False,False
45,74,11,781664,219534,229318,True,Fire,Engine,3,True,False,True,False,False
59,93,12,1178655,729372,742154,True,Hit and run,Windshield,4,False,False,False,False,False
70,87,11,812081,488357,503098,True,Rear-end collision,Side panel,6,False,True,False,False,True
46,72,7,1026496,180336,193340,True,Theft,Engine,2,False,True,False,True,False
30,60,3,456811,203537,222260,True,Rollover,Total loss,0,False,False,False,False,True
45,50,5,959174,12661,21835,False,Theft,Rear bumper,4,True,True,False,True,False
44,53,4,1045253,184313,204181,True,Theft,Windshield,5,False,True,False,True,False
56,64,3,782212,525034,550277,False,Rollover,Rear bumper,2,False,True,False,False,False
24,68,12,675649,404666,431654,True,Hit and run,Front bumper,2,True,True,False,False,False
58,112,12,530193,96023,108972,True,Rollover,Front bumper,5,False,False,False,False,False
68,35,4,1006877,632759,655863,False,Rear-end collision,Rear bumper,5,False,False,False,False,False
27,101,4,513370,31503,46720,True,Rollover,Windshield,3,False,True,False,False,False
46,64,1,1031510,210965,216249,False,Rear-end collision,Front bumper,3,False,False,False,False,False
41,55,5,315194,98281,104438,False,Theft,Rear bumper,3,False,True,False,True,True
70,65,1,635527,255785,257881,True,Fire,Side panel,3,False,False,True,False,False
47,103,6,321411,137918,165769,True,Theft,Rear bumper,1,False,False,False,True,False
33,62,0,1092793,512926,520530,True,Hit and run,Rear bumper,6,False,True,False,False,False
30,7,12,619007,449673,456932,True,Rear-end collision,Total loss,4,False,True,False,False,False
69,44,9,618737,121847,141477,True,Rollover,Front bumper,1,True,True,False,False,False
28,104,6,1101553,273805,296422,True,Fire,Windshield,3,True,True,True,False,False
23,83,0,916243,683929,688948,False,Rollover,Side panel,4,True,True,False,False,True
27,26,7,1075326,707034,729195,False,Theft,Total loss,6,True,True,False,True,True
56,68,1,579900,95301,113290,True,Fire,Windshield,1,False,True,True,False,False
31,7,6,835573,428030,444269,True,Rear-end collision,Front bumper,3,False,False,False,False,False
27,39,10,1196308,158555,178637,True,Side collision,Front bumper,5,False,True,False,False,False
70,59,3,381124,256548,266149,True,Rollover,Windshield,6,True,False,False,False,False
45,101,10,1102112,762914,782923,True,Theft,Front bumper,6,True,False,False,True,False
39,63,12,941570,255873,285364,True,Rollover,Front bumper,6,False,False,False,False,False
69,70,7,1125027,315311,323639,False,Side collision,Windshield,0,True,False,False,False,False
46,53,5,1066716,458980,463530,True,Hit and run,Windshield,0,False,False,False,False,False
28,5,4,338484,231522,240996,False,Rear-end collision,Total loss,0,True,False,False,False,False
44,66,4,406402,24986,41012,True,Fire,Front bumper,2,False,False,True,False,False
49,62,4,497494,384606,402109,True,Fire,Front bumper,6,True,False,True,False,True
62,120,5,355570,27884,40135,True,Rollover,Front bumper,1,True,True,False,False,True
36,10,11,478329,153264,182161,True,Theft,Front bumper,0,False,False,False,True,False
63,5,6,1185582,340630,359770,True,Rear-end collision,Total loss,3,True,False,False,False,True
67,104,4,1093813,243309,261989,True,Rear-end collision,Engine,1,False,True,False,False,False
42,106,6,929134,150542,158205,False,Side collision,Rear bumper,0,True,True,False,False,False
55,104,2,583645,12044,20995,True,Rear-end collision,Windshield,5,False,True,False,False,False
48,42,5,1173969,835835,861093,True,Hit and run,Front bumper,3,True,False,False,False,False
29,56,3,699879,132784,155964,True,Fire,Front bumper,4,False,False,True,False,False
64,73,2,388982,161949,167920,True,Theft,Rear bumper,6,False,False,False,True,False
32,69,2,311352,173730,199559,True,Fire,Total loss,5,False,False,True,False,False
58,30,2,312895,42844,53936,False,Theft,Rear bumper,3,False,False,False,True,True
23,85,2,378199,260698,281005,True,Fire,Side panel,2,False,True,True,False,False
60,75,1,592027,375780,380081,True,Side collision,Front bumper,4,False,True,False,False,False
66,118,5,492000,81909,86494,True,Rear-end collision,Engine,6,False,True,False,False,False
46,115,4,613231,193987,200709,False,Rear-end collision,Total loss,6,True,False,False,False,True
25,48,12,431512,150867,166715,False,Hit and run,Rear bumper,3,False,False,False,False,False
47,97,2,833103,388987,401452,True,Fire,Front bumper,2,False,True,True,False,False
46,18,6,873344,287533,296529,True,Rollover,Windshield,2,False,True,False,False,False
36,61,0,879122,48797,73042,True,Hit and run,Total loss,4,False,True,False,False,False
64,103,7,881998,430980,450367,True,Fire,Total loss,3,True,True,True,False,False
47,66,8,613871,216254,232799,False,Hit and run,Windshield,6,False,False,False,False,True
49,109,1,703867,300838,310989,False,Side collision,Total loss,0,True,False,False,False,True
69,114,3,590710,427251,449016,True,Side collision,Windshield,6,True,True,False,False,False
47,116,0,759207,213945,236935,True,Side collision,Side panel,6,True,True,False,False,False
70,74,2,798959,225169,228784,False,Rollover,Windshield,3,False,False,False,False,False
57,118,5,564485,82595,104296,True,Hit and run,Total loss,3,True,False,False,False,False
43,77,9,339600,245762,253001,True,Theft,Windshield,5,False,True,False,True,True
56,68,2,822902,253648,269073,True,Rear-end collision,Side panel,4,True,True,False,False,False
41,93,7,366330,105506,130913,True,Rear-end collision,Windshield,2,False,False,False,False,False
57,52,12,1022409,411287,424477,True,Rollover,Side panel,6,False,False,False,False,False
31,98,9,1063460,396161,406565,True,Rollover,Engine,1,False,True,False,False,False
36,71,0,924928,111300,136482,True,Side collision,Front bumper,6,False,False,False,False,True
70,52,0,723230,52076,66628,True,Side collision,Engine,5,True,False,False,False,False
21,4,7,529228,315069,341075,True,Side collision,Front bumper,0,False,True,False,False,False
41,19,9,955474,403019,413210,True,Theft,Total loss,1,True,False,False,True,False
41,94,9,981005,44148,72463,True,Side collision,Total loss,1,False,False,False,False,False
42,100,11,1156548,383252,411921,True,Side collision,Front bumper,5,False,False,False,False,False
67,32,1,841656,426589,450611,True,Rollover,Windshield,4,True,False,False,False,False
40,25,4,647607,114360,121601,True,Hit and run,Windshield,6,True,True,False,False,False
53,120,7,427778,152878,159046,False,Fire,Total loss,1,False,False,True,False,False
28,74,1,1183215,378162,407118,True,Rear-end collision,Windshield,5,False,True,False,False,False
47,108,11,525575,254218,261030,True,Rear-end collision,Windshield,2,True,False,False,False,True
34,31,9,1024130,453655,477327,True,Rear-end collision,Front bumper,5,False,True,False,False,False
35,48,6,913627,703365,723439,True,Rear-end collision,Total loss,5,False,False,False,False,False
59,93,3,882739,530747,543916,True,Fire,Front bumper,6,True,False,True,False,False
68,12,12,545619,230701,233523,True,Side collision,Engine,0,False,True,False,False,False
38,50,11,1076347,225544,245950,True,Rollover,Front bumper,0,False,True,False,False,False
46,2,1,395845,273564,297161,True,Rear-end collision,Side panel,0,False,False,False,False,False
38,58,8,640641,119198,136701,True,Rollover,Total loss,2,True,True,False,False,False
50,37,12,1173105,56795,70153,True,Side collision,Total loss,4,False,True,False,False,False
40,26,12,693405,166757,196752,True,Theft,Rear bumper,0,False,True,False,True,False
26,117,7,475290,268054,273123,False,Side collision,Rear bumper,1,False,False,False,False,False
31,33,7,449059,358117,383018,True,Theft,Front bumper,6,True,False,False,True,False
32,60,11,331009,17944,28204,True,Hit and run,Total loss,2,True,False,False,False,False
70,66,1,1177002,913986,933553,False,Side collision,Side panel,3,True,True,False,False,True
36,84,5,612524,417479,427551,True,Rear-end collision,Total loss,3,False,False,False,False,False
27,120,12,1045207,469128,484678,True,Side collision,Rear bumper,6,True,True,False,False,False
55,102,5,879109,255676,264752,True,Theft,Front bumper,2,False,False,False,True,False
62,107,3,454574,341807,351066,True,Side collision,Side panel,0,True,False,False,False,False
34,11,8,464571,314779,338316,False,Rollover,Windshield,3,False,True,False,False,False
40,14,6,1160592,897730,902994,True,Side collision,Windshield,2,False,False,False,False,False
30,61,0,1130353,388910,394657,False,Side collision,Engine,4,False,True,False,False,False
29,56,11,1196458,199016,203413,False,Side collision,Side panel,4,True,True,False,False,True
60,49,12,690583,505264,520763,True,Hit and run,Front bumper,2,False,False,False,False,False
46,103,0,791369,23803,28864,True,Hit and run,Side panel,4,False,True,False,False,False
42,115,2,699919,339032,357937,True,Rollover,Windshield,3,True,False,False,False,False
35,88,12,546895,45426,68708,False,Rear-end collision,Engine,1,True,False,False,False,False
55,15,12,642912,38363,43353,False,Fire,Engine,5,False,False,True,False,True
57,115,11,726047,443732,467721,True,Rollover,Side panel,1,False,False,False,False,True
34,38,6,998256,456823,470761,True,Rear-end collision,Windshield,0,False,False,False,False,False
35,93,0,1134668,269973,286088,True,Hit and run,Windshield,3,True,True,False,False,False
70,75,12,1072615,732842,746226,True,Rear-end collision,Engine,1,False,False,False,False,False
62,26,10,601500,73679,82430,True,Side collision,Side panel,5,False,True,False,False,False
55,78,4,889917,88558,111009,True,Side collision,Front bumper,6,False,True,False,False,False
50,15,5,804464,61072,87022,True,Side collision,Side panel,0,True,True,False,False,False
39,67,5,1061472,586155,608243,False,Rollover,Engine,6,False,False,False,False,True
34,60,7,785860,569679,574120,True,Hit and run,Engine,3,True,False,False,False,False
38,50,0,786263,588129,594650,True,Theft,Engine,6,False,True,False,True,True
36,65,12,1182770,827387,830229,True,Fire,Windshield,6,False,True,True,False,False
38,66,6,517252,124176,143269,True,Rear-end collision,Total loss,0,False,False,False,False,False
56,59,6,1133512,704070,721236,True,Rear-end collision,Total loss,0,False,False,False,False,False
36,113,6,693181,236926,248400,True,Side collision,Front bumper,0,True,True,False,False,False
45,82,5,734200,176431,183150,True,Rollover,Windshield,5,False,True,False,False,False
46,41,7,771930,354333,360469,False,Rollover,Side panel,3,True,True,False,False,False
28,114,0,965948,492891,517832,True,Hit and run,Front bumper,6,False,False,False,False,False
22,74,7,1147930,622106,628109,False,Hit and run,Total loss,3,True,True,False,False,False
44,40,7,559956,285891,313481,True,Rollover,Windshield,0,True,True,False,False,False
44,59,6,1175889,281199,295033,False,Rollover,Side panel,4,False,False,False,False,True
28,118,11,525250,232107,253326,True,Rear-end collision,Windshield,0,False,False,False,False,False
25,50,12,391648,264822,293425,True,Side collision,Engine,3,True,False,False,False,False
55,16,10,408503,122632,126259,True,Rollover,Engine,0,False,True,False,False,False
31,52,5,1107090,571064,583156,True,Theft,Side panel,4,False,False,False,True,False
51,115,1,657914,152209,181104,False,Fire,Side panel,4,False,False,True,False,False
57,54,7,659496,22261,42090,False,Side collision,Engine,4,False,True,False,False,True
22,112,3,304528,127004,153754,True,Fire,Rear bumper,6,True,True,True,False,False
49,97,10,616522,87721,97279,False,Theft,Side panel,3,True,False,False,True,True
70,43,3,1141264,232442,240426,False,Side collision,Total loss,4,True,False,False,False,False
42,99,10,780940,521614,545593,True,Rear-end collision,Side panel,3,True,False,False,False,False
52,57,2,604880,393378,415750,True,Fire,Windshield,1,True,True,True,False,False
40,109,9,833208,380710,405392,True,Side collision,Windshield,0,False,True,False,False,False
55,32,3,521118,394068,412747,False,Theft,Front bumper,0,False,True,False,True,True
49,17,2,718014,535254,538782,True,Theft,Windshield,4,True,False,False,True,True
65,43,12,444122,243586,256750,True,Hit and run,Windshield,2,True,True,False,False,False
64,66,11,477013,120565,138694,False,Rear-end collision,Total loss,1,True,True,False,False,False
69,33,10,772693,105487,135049,True,Side collision,Windshield,1,True,False,False,False,False
65,44,10,1008136,629875,652687,True,Fire,Total loss,3,False,True,True,False,False
69,25,0,921552,527482,547649,True,Rear-end collision,Side panel,4,False,True,False,False,False
24,104,11,948665,19673,32206,False,Theft,Engine,6,True,True,False,True,True
46,53,2,602270,32197,43366,True,Side collision,Rear bumper,0,True,False,False,False,False
38,7,2,656811,67956,80485,False,Hit and run,Rear bumper,6,False,True,False,False,True
61,118,0,1033511,599549,612642,True,Hit and run,Total loss,5,True,True,False,False,False
43,22,1,875525,299614,305826,True,Rollover,Engine,4,True,False,False,False,False
24,120,5,384725,152005,160166,True,Hit and run,Front bumper,1,True,False,False,False,False
26,2,6,608560,364371,373547,True,Rollover,Total loss,1,False,False,False,False,False
59,37,3,418026,41728,59284,False,Fire,Rear bumper,2,False,False,True,False,False
31,29,12,483955,340063,358112,False,Theft,Side panel,5,False,False,False,True,True
31,85,7,527519,230391,234844,True,Fire,Engine,2,True,True,True,False,False
67,81,6,494433,44918,73698,False,Side collision,Front bumper,0,True,False,False,False,False
58,28,8,1068197,527354,549736,False,Side collision,Total loss,3,False,True,False,False,False
26,117,7,974952,227151,246374,False,Rear-end collision,Windshield,4,False,True,False,False,True
47,18,9,1052576,171634,193038,True,Side collision,Front bumper,5,True,True,False,False,False
53,18,1,699222,488068,493141,True,Rollover,Total loss,6,True,True,False,False,False
68,105,9,618954,53121,61194,True,Rollover,Engine,5,True,False,False,False,False
68,61,8,400886,295323,301069,False,Fire,Total loss,2,False,False,True,False,False
29,97,6,954799,288896,307912,True,Theft,Engine,5,True,False,False,True,False
25,120,1,439712,49194,53906,True,Rollover,Rear bumper,6,False,False,False,False,False
65,119,6,830009,344066,355446,True,Hit and run,Total loss,0,True,False,False,False,False
38,71,6,1135132,147826,177074,True,Theft,Engine,5,True,False,False,True,False
58,5,2,700020,334500,346583,True,Rear-end collision,Windshield,6,True,True,False,False,False
69,68,10,497385,253262,268849,True,Theft,Front bumper,4,False,False,False,True,False
55,96,8,374926,110965,129828,False,Rear-end collision,Windshield,1,True,True,False,False,False
40,119,8,832930,266001,288704,True,Rollover,Front bumper,0,False,False,False,False,False
60,40,10,450116,296914,323533,True,Theft,Total loss,6,False,False,False,True,False
53,85,5,891802,420425,444608,True,Side collision,Side panel,1,False,True,False,False,False
54,28,8,583916,327253,331677,True,Hit and run,Front bumper,0,False,False,False,False,False
48,20,0,946001,563205,592304,True,Theft,Side panel,0,False,True,False,True,True
30,89,0,1035404,532190,536826,True,Rollover,Windshield,2,True,False,False,False,True
65,108,12,683003,59231,76799,True,Rollover,Side panel,1,True,True,False,False,False
66,94,11,925466,504875,520545,True,Fire,Windshield,1,True,True,True,False,False
55,118,11,617610,37872,60766,True,Rear-end collision,Total loss,0,True,False,False,False,False
63,113,2,1168021,263423,284438,False,Hit and run,Engine,6,False,False,False,False,False
39,67,7,650574,288573,298825,True,Theft,Engine,5,False,False,False,True,False
70,37,5,794562,278496,293115,True,Side collision,Side panel,6,False,False,False,False,False
22,92,2,331575,165419,186628,False,Fire,Total loss,3,True,False,True,False,False
66,21,1,582813,92592,108638,False,Side collision,Engine,6,True,False,False,False,True
39,4,8,668446,150720,169707,True,Rear-end collision,Total loss,6,True,True,False,False,False
59,15,6,325940,28601,36861,True,Theft,Total loss,0,True,False,False,True,False
68,2,0,1189345,836186,840160,True,Side collision,Engine,5,False,True,False,False,True
47,25,10,975260,555210,577807,True,Rear-end collision,Side panel,6,True,False,False,False,False
67,98,8,585360,325640,351215,False,Rear-end collision,Total loss,1,True,False,False,False,False
47,103,9,759533,424827,433208,True,Theft,Total loss,4,True,True,False,True,False
30,3,9,828316,170800,173958,True,Side collision,Front bumper,0,False,True,False,False,False
22,115,9,837289,426024,449355,True,Fire,Side panel,1,False,False,True,False,False
59,47,9,430779,187286,214846,True,Fire,Windshield,5,True,False,True,False,False
51,42,2,1087365,505718,511601,True,Side collision,Engine,6,False,False,False,False,False
32,72,0,387097,49695,63753,False,Rollover,Engine,1,False,True,False,False,False
37,63,3,898760,252203,255875,True,Hit and run,Engine,6,True,False,False,False,False
53,116,3,543897,103173,121461,False,Theft,Front bumper,6,False,False,False,True,True
25,27,11,621738,419489,429186,True,Hit and run,Windshield,6,True,True,False,False,False
21,33,5,930246,595517,621348,True,Hit and run,Rear bumper,1,True,True,False,False,False
31,1,7,1078440,152046,157467,True,Rear-end collision,Engine,0,False,True,False,False,False
36,119,12,455332,211636,213772,True,Rear-end collision,Rear bumper,6,False,False,False,False,False
30,50,3,370559,11099,34032,True,Theft,Windshield,5,True,False,False,True,False
22,14,1,1037306,505531,524774,True,Rear-end collision,Total loss,6,False,True,False,False,False
56,30,8,765830,419738,434249,True,Rollover,Engine,6,True,True,False,False,False
33,8,9,566133,406756,435017,True,Side collision,Engine,3,False,True,False,False,False
21,96,6,788153,392593,398033,True,Hit and run,Side panel,1,False,True,False,False,False
46,73,6,462768,232482,244076,True,Theft,Side panel,5,False,False,False,True,False
43,43,2,1188626,289514,305654,True,Rear-end collision,Front bumper,4,False,False,False,False,False
66,60,3,793563,28856,33266,False,Side collision,Windshield,5,True,True,False,False,True
67,109,0,1042124,70467,94719,True,Theft,Front bumper,0,True,False,False,True,False
27,100,12,334720,267638,286821,False,Theft,Rear bumper,6,True,True,False,True,True
66,102,8,533613,169777,199564,True,Rear-end collision,Engine,4,False,True,False,False,False
49,73,5,583305,25655,37804,False,Fire,Windshield,6,False,False,True,False,False
45,39,12,1084542,737902,745968,True,Theft,Side panel,4,True,False,False,True,False
60,20,7,1084370,60809,78032,True,Side collision,Side panel,0,True,False,False,False,False
22,35,11,672375,280868,299960,True,Fire,Windshield,6,True,False,True,False,False
64,18,9,791226,473748,497270,True,Fire,Total loss,0,True,True,True,False,False
41,96,2,345327,87717,98141,True,Fire,Side panel,3,False,True,True,False,False
30,36,12,1038799,445775,465644,True,Hit and run,Windshield,6,False,True,False,False,False
63,32,11,598516,215879,223611,True,Theft,Side panel,1,True,False,False,True,False
41,75,7,1029946,229174,252088,True,Rollover,Rear bumper,0,True,False,False,False,False
58,4,12,471643,224907,248872,True,Side collision,Rear bumper,3,False,False,False,False,True
53,120,3,949900,284148,286298,True,Fire,Side panel,3,False,False,True,False,False
61,113,3,873092,49359,52770,False,Theft,Rear bumper,6,True,True,False,True,True
62,25,2,796099,187588,212142,False,Rear-end collision,Total loss,3,True,True,False,False,False
37,25,0,372749,173527,189045,False,Rear-end collision,Total loss,6,False,True,False,False,False
21,94,5,884981,535684,540947,True,Side collision,Total loss,4,True,False,False,False,False
48,23,8,318633,82511,103082,False,Rear-end collision,Engine,3,False,True,False,False,False
67,19,6,846356,123246,151016,True,Hit and run,Total loss,5,False,False,False,False,False
26,30,12,495648,200711,208028,True,Hit and run,Front bumper,6,True,False,False,False,False
52,66,10,531262,287526,297160,True,Rollover,Side panel,5,True,True,False,False,False
65,22,6,812975,475775,480106,False,Theft,Total loss,0,True,True,False,True,True
57,115,7,934133,406815,419550,True,Rollover,Windshield,3,False,False,False,False,False
47,12,0,469373,214544,225348,True,Side collision,Windshield,4,True,False,False,False,False
31,111,11,537352,93642,111076,True,Rollover,Windshield,5,True,True,False,False,False
38,66,11,329626,188721,213986,False,Rear-end collision,Windshield,6,False,False,False,False,False
70,31,12,1119154,29194,48695,True,Rollover,Windshield,5,False,True,False,False,False
33,90,10,781871,74528,85062,True,Side collision,Side panel,1,True,False,False,False,False
30,7,9,301882,131521,150145,False,Theft,Total loss,1,False,True,False,True,True
63,107,4,766669,149546,153828,False,Side collision,Total loss,3,True,False,False,False,False
48,58,12,733361,32574,42936,True,Rear-end collision,Rear bumper,2,True,False,False,False,False
68,36,3,1068401,130787,133914,True,Side collision,Total loss,0,True,True,False,False,True
26,21,1,852664,153621,177034,False,Fire,Front bumper,3,True,False,True,False,False
28,20,7,332549,38279,46001,True,Side collision,Total loss,4,False,True,False,False,False
52,35,3,911571,215987,235021,False,Side collision,Rear bumper,5,True,False,False,False,True
64,13,9,379121,29455,48555,True,Rollover,Total loss,3,True,False,False,False,False
58,11,11,342825,93032,105823,True,Theft,Side panel,1,False,True,False,True,False
68,36,0,685345,87924,92960,True,Rollover,Engine,4,False,False,False,False,False
50,106,8,344326,254903,273133,False,Fire,Front bumper,0,True,True,True,False,True
25,53,4,366803,252849,276807,True,Hit and run,Total loss,3,True,True,False,False,False
22,81,7,437792,106696,125724,False,Rollover,Side panel,4,False,False,False,False,True
39,21,2,756948,128353,141333,True,Hit and run,Front bumper,2,True,False,False,False,False
26,74,12,598216,240498,267006,True,Rear-end collision,Side panel,0,False,False,False,False,False
70,73,3,408074,96536,120915,True,Rollover,Windshield,1,True,False,False,False,False
69,72,8,412452,39348,47337,True,Fire,Front bumper,0,False,False,True,False,False
43,45,3,422727,278120,301880,True,Theft,Engine,4,False,True,False,True,False
51,102,1,688035,96098,103228,True,Rollover,Side panel,0,False,True,False,False,False
70,103,2,1027151,735363,754005,True,Rollover,Side panel,4,True,True,False,False,False
42,37,9,1040669,345228,368782,False,Hit and run,Side panel,0,False,False,False,False,False
58,66,6,1011132,376689,390305,True,Fire,Windshield,2,False,False,True,False,False
51,115,2,880705,416757,425004,True,Rollover,Rear bumper,6,False,False,False,False,False
49,81,1,513635,305354,317921,False,Rollover,Rear bumper,2,True,True,False,False,False
44,116,8,642627,124113,128732,True,Hit and run,Rear bumper,3,True,True,False,False,False
57,35,9,500481,55961,68977,True,Hit and run,Side panel,0,True,False,False,False,False
37,14,6,1126691,706101,709121,True,Rollover,Engine,6,False,False,False,False,False
43,110,3,792066,41126,65391,True,Fire,Engine,3,False,False,True,False,False
22,64,2,466268,186086,214529,True,Theft,Windshield,6,True,True,False,True,False
63,84,7,907079,487636,512506,True,Rollover,Front bumper,5,True,True,False,False,False
43,65,12,904835,670271,675558,True,Rollover,Total loss,3,True,False,False,False,False
37,11,9,1059734,282382,295395,True,Rear-end collision,Total loss,2,False,False,False,False,False
60,120,8,777916,42259,46929,True,Rollover,Windshield,2,True,False,False,False,False
36,27,2,1186016,867248,894170,True,Theft,Side panel,0,False,False,False,True,False
62,37,1,637665,411026,437685,True,Fire,Windshield,2,False,False,True,False,False
24,33,1,846971,407459,413742,True,Side collision,Engine,2,False,False,False,False,False
35,114,11,383983,195676,210035,True,Rollover,Total loss,0,True,False,False,False,True
58,99,10,1067000,134263,146438,True,Hit and run,Engine,3,True,True,False,False,True
64,109,9,773035,311008,316239,True,Side collision,Side panel,1,True,True,False,False,False
58,33,6,466453,225457,243055,True,Hit and run,Total loss,5,True,False,False,False,False
70,70,0,641132,442727,450422,True,Theft,Rear bumper,3,False,False,False,True,False
37,98,2,940681,343669,346182,True,Theft,Engine,5,True,True,False,True,True
57,46,5,923656,77524,95614,True,Rear-end collision,Front bumper,0,True,False,False,False,False
56,70,2,458812,226874,240958,True,Rollover,Windshield,6,True,False,False,False,False
45,66,4,824749,186140,190954,True,Hit and run,Side panel,1,True,True,False,False,False
36,69,0,730102,234021,247312,True,Hit and run,Windshield,0,True,True,False,False,False
66,12,4,921247,492831,496125,True,Hit and run,Side panel,5,True,False,False,False,False
67,73,9,334762,15909,31079,True,Side collision,Windshield,5,True,False,False,False,False
57,118,2,709831,108992,138475,False,Hit and run,Front bumper,2,False,True,False,False,False
27,44,3,920836,33865,56812,True,Theft,Engine,3,False,False,False,True,False
61,79,12,765645,333112,338776,True,Theft,Side panel,3,False,True,False,True,False
23,106,5,530172,72649,77971,True,Rear-end collision,Side panel,1,False,True,False,False,False
57,102,4,389373,236349,259055,False,Hit and run,Engine,5,True,False,False,False,True
49,107,1,954896,540010,546004,True,Hit and run,Total loss,2,False,True,False,False,False
28,94,12,1181229,682753,695738,False,Fire,Windshield,5,False,True,True,False,False
68,120,12,787778,50983,54713,True,Rollover,Engine,0,True,True,False,False,False
34,17,4,591934,445702,471972,False,Side collision,Side panel,5,True,True,False,False,True
63,4,9,937750,398465,407207,True,Rollover,Total loss,1,False,True,False,False,False
67,45,12,465449,179280,186351,True,Side collision,Engine,5,True,False,False,False,False
66,63,5,661067,103569,122886,True,Hit and run,Side panel,5,False,False,False,False,False
49,73,6,903155,12805,37489,False,Hit and run,Total loss,2,True,False,False,False,True
38,42,0,777083,208529,223728,True,Hit and run,Engine,3,False,True,False,False,False
34,92,0,1055051,269716,292510,True,Rear-end collision,Total loss,5,False,True,False,False,False
66,87,7,519260,359449,385852,True,Rear-end collision,Engine,4,False,False,False,False,False
60,66,5,735756,470689,475277,True,Hit and run,Engine,6,False,False,False,False,False
70,63,4,450794,350492,377632,True,Rear-end collision,Side panel,1,True,False,False,False,False
22,50,5,680775,112690,129534,True,Rear-end collision,Front bumper,0,True,False,False,False,False
36,28,12,467902,354592,373021,False,Theft,Side panel,5,False,False,False,True,True
33,113,4,703681,79457,104222,False,Hit and run,Side panel,3,True,False,False,False,False
54,81,8,957536,387489,404958,False,Theft,Rear bumper,2,False,True,False,True,True
59,93,2,431470,91457,104226,False,Hit and run,Total loss,0,False,False,False,False,False
46,53,10,706952,475604,486286,False,Side collision,Windshield,0,False,True,False,False,True
28,48,1,962194,370796,373251,True,Hit and run,Windshield,0,True,False,False,False,False
22,22,9,557634,61065,64693,True,Hit and run,Engine,5,True,False,False,False,False
62,103,1,436215,48102,74745,True,Theft,Side panel,2,False,True,False,True,True
68,30,6,481697,246741,250276,False,Side collision,Rear bumper,4,True,False,False,False,True
63,43,10,1111335,730118,752799,True,Rear-end collision,Side panel,3,False,True,False,False,False
31,114,8,1101069,811213,828731,True,Rollover,Engine,0,False,False,False,False,True
60,80,7,1009161,153115,171440,True,Hit and run,Front bumper,0,True,False,False,False,False
24,78,0,368927,217582,223136,True,Theft,Engine,4,False,False,False,True,False
64,4,8,541766,345924,347925,False,Theft,Front bumper,6,True,True,False,True,False
35,89,8,509868,256465,270728,True,Theft,Side panel,3,True,True,False,True,False
41,4,1,386466,248449,277194,True,Rollover,Windshield,0,False,False,False,False,False
43,94,5,847789,669218,697347,True,Theft,Side panel,0,True,True,False,True,True
25,117,4,806449,571515,574795,False,Side collision,Rear bumper,3,True,True,False,False,True
62,115,11,1095678,403609,424452,True,Rear-end collision,Engine,5,True,True,False,False,False
49,99,8,972480,610816,622515,True,Rear-end collision,Side panel,1,True,True,False,False,False
30,31,9,802426,640339,654002,True,Theft,Total loss,2,False,True,False,True,False
62,94,5,940702,551605,581242,True,Fire,Total loss,3,True,False,True,False,False
61,39,5,510283,168040,191214,True,Theft,Front bumper,0,False,False,False,True,False
67,40,10,532093,278389,304486,True,Side collision,Windshield,2,False,True,False,False,True
58,34,11,1112250,763092,777715,False,Rear-end collision,Side panel,5,True,False,False,False,False
